year,Alabama,Alaska,Arizona,Arkansas,California ,Colorado ,"Connecticut	",Delaware,"District of Columbia	",Florida,"Georgia	","Hawaii	","Idaho 	","Illinois	","Indiana	","Iowa	","Kansas	","Kentucky	","Louisiana	","Maine	",Maryland,"Massachusetts	","Michigan	","Minnesota	","Mississippi	","Missouri	",Nebraska,Nevada,New Hemphire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dkotaa,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1990,11.2,,10.6,,9.9,6.9,10.4,14.4,14.4,11.4,10.1,8.9,9.3,12.1,13.3,12.2,,12.7,12.3,10.9,10.8,10.1,13.2,10.3,15,11.3,11.3,,9.9,,8.1,9.3,12.3,11.6,11.3,10.3,11.2,13.7,10.1,12,10.7,11.1,10.7,9,10.7,11.3,10.1,13.7,11.8,
1995,15.7,15.7,12.6,17,13.9,10.7,11.8,15.2,12.8,14.3,13.8,10.6,14.1,15.3,18.3,16.2,13.5,16.6,17,14.3,15,11.6,17.2,14.6,19.4,16.9,15.2,13.1,12.9,12.3,11.6,14.3,16.3,15.2,16.1,12.9,13.6,16.2,12.8,16.6,14.5,16.4,16,12,13.4,14.2,13.9,17.7,16.4,14
2000,22.6,20.9,14.9,21.9,18.7,14.5,16,17.1,20.1,18.4,20.6,15.7,18.4,20.4,20.5,20.9,19.1,21.7,22.6,18.9,19.6,15.3,22.1,16.4,23.7,21.4,20.1,16,16.1,17,17.4,17.1,20.9,20.5,20.6,20.1,19.9,20.3,16.9,21.1,18.4,20.9,21.7,17.3,17,18.7,18.4,23.9,19.4,16.6
2004,27.7,23.5,20.3,25,21.5,16.4,18.6,22.5,21.2,20.7,24.5,,20.9,22.9,25.2,23.4,22.9,25.3,25.8,21.3,21.7,17.8,25.3,22.6,28.1,23.9,23.4,21.3,19.9,20.3,20.5,21.2,23.9,23.9,24.4,24.1,21,24,18.6,25.1,22.6,25.6,25.3,19.6,19.1,22.9,21.7,27.6,21.9,20.1
2008,31.2,27.2,24.8,28.6,23.6,18.9,21.3,27.3,22.3,24.1,27.9,21.8,24.8,25.9,27.4,26.7,27.2,29,28.9,24.7,26,21.2,28.8,25.3,32.5,28.1,26.9,25.1,24.1,23.4,24.6,24.5,28.3,26.7,28.6,29.5,25.4,26.7,21.7,29.7,26.9,30.2,27.9,22.5,22.1,25.4,25.4,31.1,26,24.3
2012,33,25.7,26,34.5,25,20.5,25.6,26.9,21.9,25.2,29.1,23.6,26.8,28.1,31.4,30.4,29.9,31.3,34.7,28.4,27.6,22.9,31.1,25.7,34.6,29.6,28.6,26.2,27.3,24.6,27.1,23.6,29.6,29.7,30.1,32.2,27.3,29.1,25.7,31.6,28.1,31.1,29.2,24.3,23.7,27.4,26.8,33.8,29.7,24.6
2016,35.7,31.4,29,35.7,25,22.3,26,30.7,22.6,27.4,31.4,23.8,27.4,31.6,32.5,32,31.2,34.2,35.5,29.9,29.9,23.6,32.5,27.8,37.3,31.7,32,25.8,26.6,27.4,28.3,25.5,31.8,31.9,31.5,32.8,28.7,30.3,26.6,32.3,29.6,34.8,33.7,25.4,27.1,29,28.6,37.7,30.7,27.7
